event_title,organisation,date,location,match_nr,fighter1_name,fighter2_name,fighter1_result,fighter2_result,win_method,win_details,referee,round,time
UFC Fight Night 119 - Brunson vs. Machida,Ultimate Fighting Championship (UFC),2017-10-28,"Geraldo Jose de Almeida (Ibirapuera) Gymnasium, Sao Paulo, Sao Paulo, Brazil",4,Jared Gordon,Hacran Dias,win,loss,Decision,Unanimous,Fernando Portella,3,05:00
UFC Fight Night 119 - Brunson vs. Machida,Ultimate Fighting Championship (UFC),2017-10-28,"Geraldo Jose de Almeida (Ibirapuera) Gymnasium, Sao Paulo, Sao Paulo, Brazil",3,Elizeu Zaleski dos Santos,Max Griffin,win,loss,Decision,Unanimous,Jerin Valel,3,05:00
UFC Fight Night 119 - Brunson vs. Machida,Ultimate Fighting Championship (UFC),2017-10-28,"Geraldo Jose de Almeida (Ibirapuera) Gymnasium, Sao Paulo, Sao Paulo, Brazil",2,Deiveson Figueiredo,Jarred Brooks,win,loss,Decision,Split,Mario Yamasaki,3,05:00
UFC Fight Night 119 - Brunson vs. Machida,Ultimate Fighting Championship (UFC),2017-10-28,"Geraldo Jose de Almeida (Ibirapuera) Gymnasium, Sao Paulo, Sao Paulo, Brazil",1,Marcelo Golm,Christian Colombo,win,loss,Submission,Rear-Naked Choke,Fernando Portella,1,02:08
UFC Fight Night 118 - Cerrone vs. Till,Ultimate Fighting Championship (UFC),2017-10-21,"Ergo Arena, Gdansk, Poland",11,Darren Till,Donald Cerrone,win,loss,TKO,Punches, Marc Goddard,1, 4:20
UFC Fight Night 118 - Cerrone vs. Till,Ultimate Fighting Championship (UFC),2017-10-21,"Ergo Arena, Gdansk, Poland",10,Karolina Kowalkiewicz,Jodie Esquibel,win,loss,Decision,Unanimous,Leon Roberts,3,05:00
UFC Fight Night 118 - Cerrone vs. Till,Ultimate Fighting Championship (UFC),2017-10-21,"Ergo Arena, Gdansk, Poland",9,Jan Blachowicz,Devin Clark,win,loss,Submission,Rear-Naked Choke,Marc Goddard,2,03:02
UFC Fight Night 118 - Cerrone vs. Till,Ultimate Fighting Championship (UFC),2017-10-21,"Ergo Arena, Gdansk, Poland",8,Oskar Piechota,Jonathan Wilson,win,loss,Decision,Unanimous,Leon Roberts,3,05:00
UFC Fight Night 118 - Cerrone vs. Till,Ultimate Fighting Championship (UFC),2017-10-21,"Ergo Arena, Gdansk, Poland",7,Marcin Held,Nasrat Haqparast,win,loss,Decision,Unanimous,Piotr Michalak,3,05:00
UFC Fight Night 118 - Cerrone vs. Till,Ultimate Fighting Championship (UFC),2017-10-21,"Ergo Arena, Gdansk, Poland",6,Brian Kelleher,Damian Stasiak,win,loss,TKO,Punches,Piotr Michalak,3,03:39
UFC Fight Night 118 - Cerrone vs. Till,Ultimate Fighting Championship (UFC),2017-10-21,"Ergo Arena, Gdansk, Poland",5,Ramazan Emeev,Sam Alvey,win,loss,Decision,Unanimous,Lukasz Bosacki,3,05:00
UFC Fight Night 118 - Cerrone vs. Till,Ultimate Fighting Championship (UFC),2017-10-21,"Ergo Arena, Gdansk, Poland",4,Andre Fili,Artem Lobov,win,loss,Decision,Unanimous,Marc Goddard,3,05:00
UFC Fight Night 118 - Cerrone vs. Till,Ultimate Fighting Championship (UFC),2017-10-21,"Ergo Arena, Gdansk, Poland",3,Warlley Alves,Salim Touahri,win,loss,Decision,Unanimous,Tomasz Bronder,3,05:00
UFC Fight Night 118 - Cerrone vs. Till,Ultimate Fighting Championship (UFC),2017-10-21,"Ergo Arena, Gdansk, Poland",2,Aspen Ladd,Lina Lansberg,win,loss,TKO,Punches,Lukasz Bosacki,2,02:33
UFC Fight Night 118 - Cerrone vs. Till,Ultimate Fighting Championship (UFC),2017-10-21,"Ergo Arena, Gdansk, Poland",1,Josh Emmett,Felipe Arantes,win,loss,Decision,Unanimous,Tomasz Bronder,3,05:00
UFC 216 - Ferguson vs. Lee,Ultimate Fighting Championship (UFC),2017-10-07,"T-Mobile Arena, Las Vegas, Nevada, United States",11,Tony Ferguson,Kevin Lee,win,loss,Submission,Triangle Choke, Herb Dean,3, 4:02
UFC 216 - Ferguson vs. Lee,Ultimate Fighting Championship (UFC),2017-10-07,"T-Mobile Arena, Las Vegas, Nevada, United States",10,Demetrious Johnson,Ray Borg,win,loss,Submission,Armbar,Dan Miragliotta,5,03:15
UFC 216 - Ferguson vs. Lee,Ultimate Fighting Championship (UFC),2017-10-07,"T-Mobile Arena, Las Vegas, Nevada, United States",9,Fabricio Werdum,Walt Harris,win,loss,Submission,Armbar,Herb Dean,1,01:05
UFC 216 - Ferguson vs. Lee,Ultimate Fighting Championship (UFC),2017-10-07,"T-Mobile Arena, Las Vegas, Nevada, United States",8,Mara Romero Borella,Kalindra Faria,win,loss,Submission,Rear-Naked Choke,Jason Herzog,1,02:54
UFC 216 - Ferguson vs. Lee,Ultimate Fighting Championship (UFC),2017-10-07,"T-Mobile Arena, Las Vegas, Nevada, United States",7,Beneil Dariush,Evan Dunham,draw,draw,Draw,Majority,Dan Miragliotta,3,05:00
UFC 216 - Ferguson vs. Lee,Ultimate Fighting Championship (UFC),2017-10-07,"T-Mobile Arena, Las Vegas, Nevada, United States",6,Cody Stamann,Tom Duquesnoy,win,loss,Decision,Split,Chris Tognoni,3,05:00
UFC 216 - Ferguson vs. Lee,Ultimate Fighting Championship (UFC),2017-10-07,"T-Mobile Arena, Las Vegas, Nevada, United States",5,Lando Vannata,Bobby Green,draw,draw,Draw,Split,Herb Dean,3,05:00
UFC 216 - Ferguson vs. Lee,Ultimate Fighting Championship (UFC),2017-10-07,"T-Mobile Arena, Las Vegas, Nevada, United States",4,Poliana Botelho,Pearl Gonzalez,win,loss,Decision,Unanimous,Jason Herzog,3,05:00
UFC 216 - Ferguson vs. Lee,Ultimate Fighting Championship (UFC),2017-10-07,"T-Mobile Arena, Las Vegas, Nevada, United States",3,Matt Schnell,Marco Beltran,win,loss,Decision,Unanimous,Chris Tognoni,3,05:00
UFC 216 - Ferguson vs. Lee,Ultimate Fighting Championship (UFC),2017-10-07,"T-Mobile Arena, Las Vegas, Nevada, United States",2,John Moraga,Magomed Bibulatov,win,loss,KO,Punch,Jason Herzog,1,01:38
UFC 216 - Ferguson vs. Lee,Ultimate Fighting Championship (UFC),2017-10-07,"T-Mobile Arena, Las Vegas, Nevada, United States",1,Brad Tavares,Thales Leites,win,loss,Decision,Unanimous,Chris Tognoni,3,05:00
UFC Fight Night 117 - St. Preux vs. Okami,Ultimate Fighting Championship (UFC),2017-09-22,"Saitama Super Arena, Saitama, Saitama, Japan",10,Ovince St. Preux,Yushin Okami,win,loss,Submission,Shoulder Choke, Leon Roberts,1, 1:50
UFC Fight Night 117 - St. Preux vs. Okami,Ultimate Fighting Championship (UFC),2017-09-22,"Saitama Super Arena, Saitama, Saitama, Japan",9,Jessica Andrade,Claudia Gadelha,win,loss,Decision,Unanimous,John Sharp,3,05:00
UFC Fight Night 117 - St. Preux vs. Okami,Ultimate Fighting Championship (UFC),2017-09-22,"Saitama Super Arena, Saitama, Saitama, Japan",8,Dong Hyun Ma,Takanori Gomi,win,loss,TKO,Punches,Steve Perceval,1,01:30
UFC Fight Night 117 - St. Preux vs. Okami,Ultimate Fighting Championship (UFC),2017-09-22,"Saitama Super Arena, Saitama, Saitama, Japan",7,Gokhan Saki,Henrique da Silva,win,loss,KO,Punch,Greg Kleynjans,1,04:45
UFC Fight Night 117 - St. Preux vs. Okami,Ultimate Fighting Championship (UFC),2017-09-22,"Saitama Super Arena, Saitama, Saitama, Japan",6,Teruto Ishihara,Rolando Dy,win,loss,Decision,Unanimous,John Sharp,3,05:00
UFC Fight Night 117 - St. Preux vs. Okami,Ultimate Fighting Championship (UFC),2017-09-22,"Saitama Super Arena, Saitama, Saitama, Japan",5,Jussier Formiga,Yuta Sasaki,win,loss,Submission,Rear-Naked Choke,Leon Roberts,1,04:30
UFC Fight Night 117 - St. Preux vs. Okami,Ultimate Fighting Championship (UFC),2017-09-22,"Saitama Super Arena, Saitama, Saitama, Japan",4,Keita Nakamura,Alex Morono,win,loss,Decision,Split,Greg Kleynjans,3,05:00
UFC Fight Night 117 - St. Preux vs. Okami,Ultimate Fighting Championship (UFC),2017-09-22,"Saitama Super Arena, Saitama, Saitama, Japan",3,Syuri Kondo,Chanmi Jeon,win,loss,Decision,Split,Steve Perceval,3,05:00
UFC Fight Night 117 - St. Preux vs. Okami,Ultimate Fighting Championship (UFC),2017-09-22,"Saitama Super Arena, Saitama, Saitama, Japan",2,Shinsho Anzai,Luke Jumeau,win,loss,Decision,Unanimous,John Sharp,3,05:00
UFC Fight Night 117 - St. Preux vs. Okami,Ultimate Fighting Championship (UFC),2017-09-22,"Saitama Super Arena, Saitama, Saitama, Japan",1,Daichi Abe,Hyun Gyu Lim,win,loss,Decision,Unanimous,Greg Kleynjans,3,05:00
UFC Fight Night 116 - Rockhold vs. Branch,Ultimate Fighting Championship (UFC),2017-09-16,"PPG Paints Arena, Pittsburgh, Pennsylvania, United States",10,Luke Rockhold,David Branch,win,loss,TKO,Submission to Punches, Dan Miragliotta,2, 4:05
UFC Fight Night 116 - Rockhold vs. Branch,Ultimate Fighting Championship (UFC),2017-09-16,"PPG Paints Arena, Pittsburgh, Pennsylvania, United States",9,Mike Perry,Alex Reyes,win,loss,KO,Knee,Keith Peterson,1,01:19
UFC Fight Night 116 - Rockhold vs. Branch,Ultimate Fighting Championship (UFC),2017-09-16,"PPG Paints Arena, Pittsburgh, Pennsylvania, United States",8,Anthony Smith,Hector Lombard,win,loss,KO,Punch,Dan Miragliotta,3,02:33
UFC Fight Night 116 - Rockhold vs. Branch,Ultimate Fighting Championship (UFC),2017-09-16,"PPG Paints Arena, Pittsburgh, Pennsylvania, United States",7,Gregor Gillespie,Jason Gonzalez,win,loss,Submission,Arm-Triangle Choke,Rob Hinds,2,02:11
UFC Fight Night 116 - Rockhold vs. Branch,Ultimate Fighting Championship (UFC),2017-09-16,"PPG Paints Arena, Pittsburgh, Pennsylvania, United States",6,Kamaru Usman,Sergio Moraes,win,loss,KO,Punch,Dan Miragliotta,1,02:48
UFC Fight Night 116 - Rockhold vs. Branch,Ultimate Fighting Championship (UFC),2017-09-16,"PPG Paints Arena, Pittsburgh, Pennsylvania, United States",5,Justin Ledet,Azunna Anyanwu,win,loss,Decision,Split,Keith Peterson,3,05:00
UFC Fight Night 116 - Rockhold vs. Branch,Ultimate Fighting Championship (UFC),2017-09-16,"PPG Paints Arena, Pittsburgh, Pennsylvania, United States",4,Olivier Aubin-Mercier,Anthony Rocco Martin,win,loss,Decision,Split,Rob Hinds,3,05:00
UFC Fight Night 116 - Rockhold vs. Branch,Ultimate Fighting Championship (UFC),2017-09-16,"PPG Paints Arena, Pittsburgh, Pennsylvania, United States",3,Daniel Spitz,Anthony Hamilton,win,loss,TKO,Punches,Dan Miragliotta,1,00:24
UFC Fight Night 116 - Rockhold vs. Branch,Ultimate Fighting Championship (UFC),2017-09-16,"PPG Paints Arena, Pittsburgh, Pennsylvania, United States",2,Uriah Hall,Krzysztof Jotko,win,loss,TKO,Punches,Rob Hinds,2,02:25
UFC Fight Night 116 - Rockhold vs. Branch,Ultimate Fighting Championship (UFC),2017-09-16,"PPG Paints Arena, Pittsburgh, Pennsylvania, United States",1,Gilbert Burns,Jason Saggo,win,loss,KO,Punch,Keith Peterson,2,04:55
UFC 215 - Nunes vs. Shevchenko 2,Ultimate Fighting Championship (UFC),2017-09-09,"Rogers Place, Edmonton, Alberta, Canada",11,Amanda Nunes,Valentina Shevchenko,win,loss,Decision,Split, John McCarthy,5, 5:00
UFC 215 - Nunes vs. Shevchenko 2,Ultimate Fighting Championship (UFC),2017-09-09,"Rogers Place, Edmonton, Alberta, Canada",10,Rafael dos Anjos,Neil Magny,win,loss,Submission,Arm-Triangle Choke,Yves Lavigne,1,03:43
UFC 215 - Nunes vs. Shevchenko 2,Ultimate Fighting Championship (UFC),2017-09-09,"Rogers Place, Edmonton, Alberta, Canada",9,Henry Cejudo,Wilson Reis,win,loss,TKO,Punches,Jerin Valel,2,00:25
UFC 215 - Nunes vs. Shevchenko 2,Ultimate Fighting Championship (UFC),2017-09-09,"Rogers Place, Edmonton, Alberta, Canada",8,Ilir Latifi,Tyson Pedro,win,loss,Decision,Unanimous,Dan Miragliotta,3,05:00
UFC 215 - Nunes vs. Shevchenko 2,Ultimate Fighting Championship (UFC),2017-09-09,"Rogers Place, Edmonton, Alberta, Canada",7,Jeremy Stephens,Gilbert Melendez,win,loss,Decision,Unanimous,Jerin Valel,3,05:00
UFC 215 - Nunes vs. Shevchenko 2,Ultimate Fighting Championship (UFC),2017-09-09,"Rogers Place, Edmonton, Alberta, Canada",6,Ketlen Vieira,Sara McMann,win,loss,Submission,Arm-Triangle Choke,Yves Lavigne,2,04:16
UFC 215 - Nunes vs. Shevchenko 2,Ultimate Fighting Championship (UFC),2017-09-09,"Rogers Place, Edmonton, Alberta, Canada",5,Sarah Moras,Ashlee Evans-Smith,win,loss,Submission,Armbar,Yves Lavigne,1,02:51
UFC 215 - Nunes vs. Shevchenko 2,Ultimate Fighting Championship (UFC),2017-09-09,"Rogers Place, Edmonton, Alberta, Canada",4,Ricky Glenn,Gavin Tucker,win,loss,Decision,Unanimous,Kyle Cardinal,3,05:00
UFC 215 - Nunes vs. Shevchenko 2,Ultimate Fighting Championship (UFC),2017-09-09,"Rogers Place, Edmonton, Alberta, Canada",3,Alex White,Mitch Clarke,win,loss,TKO,Punches,Jerin Valel,2,04:36
UFC 215 - Nunes vs. Shevchenko 2,Ultimate Fighting Championship (UFC),2017-09-09,"Rogers Place, Edmonton, Alberta, Canada",2,Arjan Singh Bhullar,Luis Henrique Barbosa de Oliveira,win,loss,Decision,Unanimous,Dan Miragliotta,3,05:00
UFC 215 - Nunes vs. Shevchenko 2,Ultimate Fighting Championship (UFC),2017-09-09,"Rogers Place, Edmonton, Alberta, Canada",1,Kajan Johnson,Adriano Martins,win,loss,KO,Punch,John McCarthy,3,00:49
UFC Fight Night 115 - Volkov vs. Struve,Ultimate Fighting Championship (UFC),2017-09-02,"Ahoy Rotterdam, Rotterdam, South Holland, Netherlands",12,Alexander Volkov,Stefan Struve,win,loss,TKO,Punches, Marc Goddard,3, 3:30
UFC Fight Night 115 - Volkov vs. Struve,Ultimate Fighting Championship (UFC),2017-09-02,"Ahoy Rotterdam, Rotterdam, South Holland, Netherlands",11,Siyar Bahadurzada,Rob Wilkinson,win,loss,TKO,Punches,Leon Roberts,2,03:10
UFC Fight Night 115 - Volkov vs. Struve,Ultimate Fighting Championship (UFC),2017-09-02,"Ahoy Rotterdam, Rotterdam, South Holland, Netherlands",10,Marion Reneau,Talita Bernardo,win,loss,TKO,Punches,Kevin Sataki,3,04:54
UFC Fight Night 115 - Volkov vs. Struve,Ultimate Fighting Championship (UFC),2017-09-02,"Ahoy Rotterdam, Rotterdam, South Holland, Netherlands",9,Leon Edwards,Bryan Barberena,win,loss,Decision,Unanimous,Neil Hall,3,05:00
UFC Fight Night 115 - Volkov vs. Struve,Ultimate Fighting Championship (UFC),2017-09-02,"Ahoy Rotterdam, Rotterdam, South Holland, Netherlands",8,Darren Till,Bojan Velickovic,win,loss,Decision,Unanimous,Marc Goddard,3,05:00
UFC Fight Night 115 - Volkov vs. Struve,Ultimate Fighting Championship (UFC),2017-09-02,"Ahoy Rotterdam, Rotterdam, South Holland, Netherlands",7,Mairbek Taisumov,Felipe Silva,win,loss,KO,Punch,Leon Roberts,1,01:24
UFC Fight Night 115 - Volkov vs. Struve,Ultimate Fighting Championship (UFC),2017-09-02,"Ahoy Rotterdam, Rotterdam, South Holland, Netherlands",6,Michel Prazeres,Mads Burnell,win,loss,Submission,North-South Choke,Kevin Sataki,3,01:26
UFC Fight Night 115 - Volkov vs. Struve,Ultimate Fighting Championship (UFC),2017-09-02,"Ahoy Rotterdam, Rotterdam, South Holland, Netherlands",5,Rustam Khabilov,Desmond Green,win,loss,Decision,Unanimous,Neil Hall,3,05:00
UFC Fight Night 115 - Volkov vs. Struve,Ultimate Fighting Championship (UFC),2017-09-02,"Ahoy Rotterdam, Rotterdam, South Holland, Netherlands",4,Aleksandar Rakic,Francimar Barroso,win,loss,Decision,Unanimous,Marc Goddard,3,05:00
UFC Fight Night 115 - Volkov vs. Struve,Ultimate Fighting Championship (UFC),2017-09-02,"Ahoy Rotterdam, Rotterdam, South Holland, Netherlands",3,Zabit Magomedsharipov,Mike Santiago,win,loss,Submission,Rear-Naked Choke,Leon Roberts,2,04:22
UFC Fight Night 115 - Volkov vs. Struve,Ultimate Fighting Championship (UFC),2017-09-02,"Ahoy Rotterdam, Rotterdam, South Holland, Netherlands",2,Abdul-Kerim Edilov,Bojan Mihajlovic,win,loss,TKO,Punches,Kevin Sataki,2,02:32
UFC Fight Night 115 - Volkov vs. Struve,Ultimate Fighting Championship (UFC),2017-09-02,"Ahoy Rotterdam, Rotterdam, South Holland, Netherlands",1,Thibault Gouti,Andrew Holbrook,win,loss,TKO,Punches,Neil Hall,1,04:28
UFC Fight Night 114 - Pettis vs. Moreno,Ultimate Fighting Championship (UFC),2017-08-05,"Mexico City Arena, Mexico City, Federal District, Mexico",12,Sergio Pettis,Brandon Moreno,win,loss,Decision,Unanimous, John McCarthy,5, 5:00
UFC Fight Night 114 - Pettis vs. Moreno,Ultimate Fighting Championship (UFC),2017-08-05,"Mexico City Arena, Mexico City, Federal District, Mexico",11,Alexa Grasso,Randa Markos,win,loss,Decision,Split,Jerin Valel,3,05:00
UFC Fight Night 114 - Pettis vs. Moreno,Ultimate Fighting Championship (UFC),2017-08-05,"Mexico City Arena, Mexico City, Federal District, Mexico",10,Niko Price,Alan Jouban,win,loss,TKO,Punches,Gary Copeland,1,01:44
UFC Fight Night 114 - Pettis vs. Moreno,Ultimate Fighting Championship (UFC),2017-08-05,"Mexico City Arena, Mexico City, Federal District, Mexico",9,Humberto Bandenay,Martin Bravo,win,loss,KO,Knee,Jerin Valel,1,00:26
UFC Fight Night 114 - Pettis vs. Moreno,Ultimate Fighting Championship (UFC),2017-08-05,"Mexico City Arena, Mexico City, Federal District, Mexico",8,Sam Alvey,Rashad Evans,win,loss,Decision,Split,John McCarthy,3,05:00
UFC Fight Night 114 - Pettis vs. Moreno,Ultimate Fighting Championship (UFC),2017-08-05,"Mexico City Arena, Mexico City, Federal District, Mexico",7,Alejandro Perez,Andre Soukhamthath,win,loss,Decision,Split,Kevin MacDonald,3,05:00
UFC Fight Night 114 - Pettis vs. Moreno,Ultimate Fighting Championship (UFC),2017-08-05,"Mexico City Arena, Mexico City, Federal District, Mexico",6,Jack Hermansson,Bradley Scott,win,loss,TKO,Punches,Bladimir Puga,1,03:50
UFC Fight Night 114 - Pettis vs. Moreno,Ultimate Fighting Championship (UFC),2017-08-05,"Mexico City Arena, Mexico City, Federal District, Mexico",5,Dustin Ortiz,Hector Sandoval,win,loss,KO,Punches,Jerin Valel,1,00:15
UFC Fight Night 114 - Pettis vs. Moreno,Ultimate Fighting Championship (UFC),2017-08-05,"Mexico City Arena, Mexico City, Federal District, Mexico",4,Rani Yahya,Enrique Briones,win,loss,Submission,Kimura,Kevin MacDonald,1,02:01
UFC Fight Night 114 - Pettis vs. Moreno,Ultimate Fighting Championship (UFC),2017-08-05,"Mexico City Arena, Mexico City, Federal District, Mexico",3,Jose Alberto Quinonez,Diego Rivas,win,loss,Decision,Unanimous,John McCarthy,3,05:00
UFC Fight Night 114 - Pettis vs. Moreno,Ultimate Fighting Championship (UFC),2017-08-05,"Mexico City Arena, Mexico City, Federal District, Mexico",2,Joseph Morales,Roberto Sanchez,win,loss,Submission,Rear-Naked Choke,Bladimir Puga,1,03:56
UFC Fight Night 114 - Pettis vs. Moreno,Ultimate Fighting Championship (UFC),2017-08-05,"Mexico City Arena, Mexico City, Federal District, Mexico",1,Jordan Rinaldi,Alvaro Herrera,win,loss,Submission,Shoulder Choke,Gary Copeland,1,02:01
UFC 214 - Cormier vs. Jones 2,Ultimate Fighting Championship (UFC),2017-07-29,"Honda Center, Anaheim, California, United States",12,Jon Jones,Daniel Cormier,NC,NC,No Contest,Overturned by CSAC, John McCarthy,3, 3:01
UFC 214 - Cormier vs. Jones 2,Ultimate Fighting Championship (UFC),2017-07-29,"Honda Center, Anaheim, California, United States",11,Tyron Woodley,Demian Maia,win,loss,Decision,Unanimous,Herb Dean,5,05:00
UFC 214 - Cormier vs. Jones 2,Ultimate Fighting Championship (UFC),2017-07-29,"Honda Center, Anaheim, California, United States",10,Cristiane Justino,Tonya Evinger,win,loss,TKO,Knees,Mike Beltran,3,01:56
UFC 214 - Cormier vs. Jones 2,Ultimate Fighting Championship (UFC),2017-07-29,"Honda Center, Anaheim, California, United States",9,Robbie Lawler,Donald Cerrone,win,loss,Decision,Unanimous,John McCarthy,3,05:00
UFC 214 - Cormier vs. Jones 2,Ultimate Fighting Championship (UFC),2017-07-29,"Honda Center, Anaheim, California, United States",8,Volkan Oezdemir,Jimi Manuwa,win,loss,KO,Punches,Jason Herzog,1,00:42
UFC 214 - Cormier vs. Jones 2,Ultimate Fighting Championship (UFC),2017-07-29,"Honda Center, Anaheim, California, United States",7,Ricardo Lamas,Jason Knight,win,loss,TKO,Punches,Mike Beltran,1,04:34
UFC 214 - Cormier vs. Jones 2,Ultimate Fighting Championship (UFC),2017-07-29,"Honda Center, Anaheim, California, United States",6,Aljamain Sterling,Renan Barao,win,loss,Decision,Unanimous,Herb Dean,3,05:00
UFC 214 - Cormier vs. Jones 2,Ultimate Fighting Championship (UFC),2017-07-29,"Honda Center, Anaheim, California, United States",5,Brian Ortega,Renato Carneiro,win,loss,Submission,Guillotine Choke,Jason Herzog,3,02:59
UFC 214 - Cormier vs. Jones 2,Ultimate Fighting Championship (UFC),2017-07-29,"Honda Center, Anaheim, California, United States",4,Calvin Kattar,Andre Fili,win,loss,Decision,Unanimous,John McCarthy,3,05:00
UFC 214 - Cormier vs. Jones 2,Ultimate Fighting Championship (UFC),2017-07-29,"Honda Center, Anaheim, California, United States",3,Aleksandra Albu,Kailin Curran,win,loss,Decision,Unanimous,Herb Dean,3,05:00
UFC 214 - Cormier vs. Jones 2,Ultimate Fighting Championship (UFC),2017-07-29,"Honda Center, Anaheim, California, United States",2,Jarred Brooks,Eric Shelton,win,loss,Decision,Split,Mike Beltran,3,05:00
UFC 214 - Cormier vs. Jones 2,Ultimate Fighting Championship (UFC),2017-07-29,"Honda Center, Anaheim, California, United States",1,Drew Dober,Joshua Burkman,win,loss,KO,Punch,Jason Herzog,1,03:04
UFC on Fox 25 - Weidman vs. Gastelum,Ultimate Fighting Championship (UFC),2017-07-22,"Nassau Coliseum, Long Island, New York, United States",13,Chris Weidman,Kelvin Gastelum,win,loss,Submission,Arm-Triangle Choke, John McCarthy,3, 3:45
UFC on Fox 25 - Weidman vs. Gastelum,Ultimate Fighting Championship (UFC),2017-07-22,"Nassau Coliseum, Long Island, New York, United States",12,Darren Elkins,Dennis Bermudez,win,loss,Decision,Split,Dan Miragliotta,3,05:00
UFC on Fox 25 - Weidman vs. Gastelum,Ultimate Fighting Championship (UFC),2017-07-22,"Nassau Coliseum, Long Island, New York, United States",11,Patrick Cummins,Gian Villante,win,loss,Decision,Split,John McCarthy,3,05:00
UFC on Fox 25 - Weidman vs. Gastelum,Ultimate Fighting Championship (UFC),2017-07-22,"Nassau Coliseum, Long Island, New York, United States",10,Jimmie Rivera,Thomas Almeida,win,loss,Decision,Unanimous,Dan Miragliotta,3,05:00
UFC on Fox 25 - Weidman vs. Gastelum,Ultimate Fighting Championship (UFC),2017-07-22,"Nassau Coliseum, Long Island, New York, United States",9,Elizeu Zaleski dos Santos,Lyman Good,win,loss,Decision,Split,Todd Anderson,3,05:00
UFC on Fox 25 - Weidman vs. Gastelum,Ultimate Fighting Championship (UFC),2017-07-22,"Nassau Coliseum, Long Island, New York, United States",8,Eryk Anders,Rafael Natal,win,loss,KO,Punches,Keith Peterson,1,02:54
UFC on Fox 25 - Weidman vs. Gastelum,Ultimate Fighting Championship (UFC),2017-07-22,"Nassau Coliseum, Long Island, New York, United States",7,Alex Oliveira,Ryan LaFlare,win,loss,KO,Punch,John McCarthy,2,01:50
UFC on Fox 25 - Weidman vs. Gastelum,Ultimate Fighting Championship (UFC),2017-07-22,"Nassau Coliseum, Long Island, New York, United States",6,Chase Sherman,Damian Grabowski,win,loss,Decision,Unanimous,Dan Miragliotta,3,05:00
UFC on Fox 25 - Weidman vs. Gastelum,Ultimate Fighting Championship (UFC),2017-07-22,"Nassau Coliseum, Long Island, New York, United States",5,Jeremy Kennedy,Kyle Bochniak,win,loss,Decision,Unanimous,Todd Anderson,3,05:00
UFC on Fox 25 - Weidman vs. Gastelum,Ultimate Fighting Championship (UFC),2017-07-22,"Nassau Coliseum, Long Island, New York, United States",4,Marlon Vera,Brian Kelleher,win,loss,Submission,Armbar,Keith Peterson,1,02:18
UFC on Fox 25 - Weidman vs. Gastelum,Ultimate Fighting Championship (UFC),2017-07-22,"Nassau Coliseum, Long Island, New York, United States",3,Junior Albini,Timothy Johnson,win,loss,TKO,Punches,John McCarthy,1,02:51
UFC on Fox 25 - Weidman vs. Gastelum,Ultimate Fighting Championship (UFC),2017-07-22,"Nassau Coliseum, Long Island, New York, United States",2,Shane Burgos,Godofredo Castro,win,loss,Decision,Unanimous,Keith Peterson,3,05:00
UFC on Fox 25 - Weidman vs. Gastelum,Ultimate Fighting Championship (UFC),2017-07-22,"Nassau Coliseum, Long Island, New York, United States",1,Chris Wade,Frankie Perez,win,loss,Decision,Unanimous,Todd Anderson,3,05:00
UFC Fight Night 113 - Nelson vs. Ponzinibbio,Ultimate Fighting Championship (UFC),2017-07-16,"SSE Hydro Arena, Glasgow, Scotland",12,Santiago Ponzinibbio,Gunnar Nelson,win,loss,KO,Punches, Leon Roberts,1, 1:22
UFC Fight Night 113 - Nelson vs. Ponzinibbio,Ultimate Fighting Championship (UFC),2017-07-16,"SSE Hydro Arena, Glasgow, Scotland",11,Cynthia Calvillo,Joanne Calderwood,win,loss,Decision,Unanimous,Marc Goddard,3,05:00
UFC Fight Night 113 - Nelson vs. Ponzinibbio,Ultimate Fighting Championship (UFC),2017-07-16,"SSE Hydro Arena, Glasgow, Scotland",10,Paul Felder,Steven Ray,win,loss,KO,Elbows,Grant Waterman,1,03:57
UFC Fight Night 113 - Nelson vs. Ponzinibbio,Ultimate Fighting Championship (UFC),2017-07-16,"SSE Hydro Arena, Glasgow, Scotland",9,Jack Marshman,Ryan Janes,win,loss,Decision,Unanimous,Rich Mitchell,3,05:00
UFC Fight Night 113 - Nelson vs. Ponzinibbio,Ultimate Fighting Championship (UFC),2017-07-16,"SSE Hydro Arena, Glasgow, Scotland",8,Khalil Rountree,Paul Craig,win,loss,KO,Punches,Leon Roberts,1,04:56
UFC Fight Night 113 - Nelson vs. Ponzinibbio,Ultimate Fighting Championship (UFC),2017-07-16,"SSE Hydro Arena, Glasgow, Scotland",7,Justin Willis,James Mulheron,win,loss,Decision,Unanimous,Marc Goddard,3,05:00
UFC Fight Night 113 - Nelson vs. Ponzinibbio,Ultimate Fighting Championship (UFC),2017-07-16,"SSE Hydro Arena, Glasgow, Scotland",6,Danny Roberts,Bobby Nash,win,loss,TKO,Punches,Rich Mitchell,2,03:59
UFC Fight Night 113 - Nelson vs. Ponzinibbio,Ultimate Fighting Championship (UFC),2017-07-16,"SSE Hydro Arena, Glasgow, Scotland",5,Alexandre Pantoja,Neil Seery,win,loss,Submission,Rear-Naked Choke,Grant Waterman,3,02:31
UFC Fight Night 113 - Nelson vs. Ponzinibbio,Ultimate Fighting Championship (UFC),2017-07-16,"SSE Hydro Arena, Glasgow, Scotland",4,Galore Bofando,Charlie Ward,win,loss,KO,Slam,Marc Goddard,1,02:10
