event_title,organisation,date,location,match_nr,fighter1_name,fighter2_name,fighter1_result,fighter2_result,win_method,win_details,referee,round,time
UFC Fight Night 113 - Nelson vs. Ponzinibbio,Ultimate Fighting Championship (UFC),2017-07-16,"SSE Hydro Arena, Glasgow, Scotland",3,Danny Henry,Daniel Teymur,win,loss,Decision,Unanimous,Grant Waterman,3,05:00
UFC Fight Night 113 - Nelson vs. Ponzinibbio,Ultimate Fighting Championship (UFC),2017-07-16,"SSE Hydro Arena, Glasgow, Scotland",2,Brett Johns,Albert Morales,win,loss,Decision,Unanimous,Leon Roberts,3,05:00
UFC Fight Night 113 - Nelson vs. Ponzinibbio,Ultimate Fighting Championship (UFC),2017-07-16,"SSE Hydro Arena, Glasgow, Scotland",1,Leslie Smith,Amanda Lemos,win,loss,TKO,Punches,Rich Mitchell,2,02:53
UFC 213 - Romero vs. Whittaker,Ultimate Fighting Championship (UFC),2017-07-08,"T-Mobile Arena, Las Vegas, Nevada, United States",11,Robert Whittaker,Yoel Romero,win,loss,Decision,Unanimous, John,5, 5:00
UFC 213 - Romero vs. Whittaker,Ultimate Fighting Championship (UFC),2017-07-08,"T-Mobile Arena, Las Vegas, Nevada, United States",10,Alistair Overeem,Fabricio Werdum,win,loss,Decision,Majority,Herb Dean,3,05:00
UFC 213 - Romero vs. Whittaker,Ultimate Fighting Championship (UFC),2017-07-08,"T-Mobile Arena, Las Vegas, Nevada, United States",9,Curtis Blaydes,Daniel Omielanczuk,win,loss,Decision,Unanimous,Marc Goddard,3,05:00
UFC 213 - Romero vs. Whittaker,Ultimate Fighting Championship (UFC),2017-07-08,"T-Mobile Arena, Las Vegas, Nevada, United States",8,Anthony Pettis,Jim Miller,win,loss,Decision,Unanimous,Herb Dean,3,05:00
UFC 213 - Romero vs. Whittaker,Ultimate Fighting Championship (UFC),2017-07-08,"T-Mobile Arena, Las Vegas, Nevada, United States",7,Rob Font,Douglas Silva de Andrade,win,loss,Submission,Guillotine Choke,Mark Smith,2,04:36
UFC 213 - Romero vs. Whittaker,Ultimate Fighting Championship (UFC),2017-07-08,"T-Mobile Arena, Las Vegas, Nevada, United States",6,Alexey Oleynik,Travis Browne,win,loss,Submission,Neck Crank,John McCarthy,2,03:44
UFC 213 - Romero vs. Whittaker,Ultimate Fighting Championship (UFC),2017-07-08,"T-Mobile Arena, Las Vegas, Nevada, United States",5,Chad Laprise,Brian Camozzi,win,loss,TKO,Punches and Elbows,Herb Dean,3,01:27
UFC 213 - Romero vs. Whittaker,Ultimate Fighting Championship (UFC),2017-07-08,"T-Mobile Arena, Las Vegas, Nevada, United States",4,Thiago Santos,Gerald Meerschaert,win,loss,TKO,Punches,Marc Goddard,2,02:04
UFC 213 - Romero vs. Whittaker,Ultimate Fighting Championship (UFC),2017-07-08,"T-Mobile Arena, Las Vegas, Nevada, United States",3,Belal Muhammad,Jordan Mein,win,loss,Decision,Unanimous,Mark Smith,3,05:00
UFC 213 - Romero vs. Whittaker,Ultimate Fighting Championship (UFC),2017-07-08,"T-Mobile Arena, Las Vegas, Nevada, United States",2,Cody Stamann,Terrion Ware,win,loss,Decision,Unanimous,Marc Goddard,3,05:00
UFC 213 - Romero vs. Whittaker,Ultimate Fighting Championship (UFC),2017-07-08,"T-Mobile Arena, Las Vegas, Nevada, United States",1,Trevin Giles,James Bochnovic,win,loss,KO,Punch,Mark Smith,2,02:54
UFC - The Ultimate Fighter 25 Finale,Ultimate Fighting Championship (UFC),2017-07-07,"T-Mobile Arena, Las Vegas, Nevada, United States",11,Justin Gaethje,Michael Johnson,win,loss,TKO,Punches and Knees, John,2, 4:48
UFC - The Ultimate Fighter 25 Finale,Ultimate Fighting Championship (UFC),2017-07-07,"T-Mobile Arena, Las Vegas, Nevada, United States",10,Jesse Taylor,Dhiego Lima,win,loss,Submission,Rear-Naked Choke,Jason Herzog,2,00:43
UFC - The Ultimate Fighter 25 Finale,Ultimate Fighting Championship (UFC),2017-07-07,"T-Mobile Arena, Las Vegas, Nevada, United States",9,Drakkar Klose,Marc Diakiese,win,loss,Decision,Split,Marc Goddard,3,05:00
UFC - The Ultimate Fighter 25 Finale,Ultimate Fighting Championship (UFC),2017-07-07,"T-Mobile Arena, Las Vegas, Nevada, United States",8,Jared Cannonier,Nick Roehrick,win,loss,TKO,Elbows,John McCarthy,3,02:08
UFC - The Ultimate Fighter 25 Finale,Ultimate Fighting Championship (UFC),2017-07-07,"T-Mobile Arena, Las Vegas, Nevada, United States",7,Brad Tavares,Elias Theodorou,win,loss,Decision,Unanimous,Marc Goddard,3,05:00
UFC - The Ultimate Fighter 25 Finale,Ultimate Fighting Championship (UFC),2017-07-07,"T-Mobile Arena, Las Vegas, Nevada, United States",6,Jordan Johnson,Marcel Fortuna,win,loss,Decision,Unanimous,John McCarthy,3,05:00
UFC - The Ultimate Fighter 25 Finale,Ultimate Fighting Championship (UFC),2017-07-07,"T-Mobile Arena, Las Vegas, Nevada, United States",5,Angela Hill,Ashley Yoder,win,loss,Decision,Unanimous,Jason Herzog,3,05:00
UFC - The Ultimate Fighter 25 Finale,Ultimate Fighting Championship (UFC),2017-07-07,"T-Mobile Arena, Las Vegas, Nevada, United States",4,James Krause,Tom Gallicchio,win,loss,Decision,Unanimous,Chris Tognoni,3,05:00
UFC - The Ultimate Fighter 25 Finale,Ultimate Fighting Championship (UFC),2017-07-07,"T-Mobile Arena, Las Vegas, Nevada, United States",3,C.B. Dollaway,Ed Herman,win,loss,Decision,Unanimous,Marc Goddard,3,05:00
UFC - The Ultimate Fighter 25 Finale,Ultimate Fighting Championship (UFC),2017-07-07,"T-Mobile Arena, Las Vegas, Nevada, United States",2,Tecia Torres,Juliana Lima,win,loss,Submission,Rear-Naked Choke,Chris Tognoni,2,00:53
UFC - The Ultimate Fighter 25 Finale,Ultimate Fighting Championship (UFC),2017-07-07,"T-Mobile Arena, Las Vegas, Nevada, United States",1,Gray Maynard,Teruto Ishihara,win,loss,Decision,Unanimous,Jason Herzog,3,05:00
UFC Fight Night 112 - Chiesa vs. Lee,Ultimate Fighting Championship (UFC),2017-06-25,"Chesapeake Energy Arena, Oklahoma City, Oklahoma, United States",13,Kevin Lee,Michael Chiesa,win,loss,Submission,Rear-Naked Choke, Mario Yamasaki,1, 4:37
UFC Fight Night 112 - Chiesa vs. Lee,Ultimate Fighting Championship (UFC),2017-06-25,"Chesapeake Energy Arena, Oklahoma City, Oklahoma, United States",12,Tim Boetsch,Johny Hendricks,win,loss,TKO,Head Kick and Punches,Kevin MacDonald,2,00:46
UFC Fight Night 112 - Chiesa vs. Lee,Ultimate Fighting Championship (UFC),2017-06-25,"Chesapeake Energy Arena, Oklahoma City, Oklahoma, United States",11,Felice Herrig,Justine Kish,win,loss,Decision,Unanimous,Keith Peterson,3,05:00
UFC Fight Night 112 - Chiesa vs. Lee,Ultimate Fighting Championship (UFC),2017-06-25,"Chesapeake Energy Arena, Oklahoma City, Oklahoma, United States",10,Dominick Reyes,Joachim Christensen,win,loss,TKO,Punches,Gary Ritter,1,00:29
UFC Fight Night 112 - Chiesa vs. Lee,Ultimate Fighting Championship (UFC),2017-06-25,"Chesapeake Energy Arena, Oklahoma City, Oklahoma, United States",9,Tim Means,Alex Garcia,win,loss,Decision,Unanimous,Mario Yamasaki,3,05:00
UFC Fight Night 112 - Chiesa vs. Lee,Ultimate Fighting Championship (UFC),2017-06-25,"Chesapeake Energy Arena, Oklahoma City, Oklahoma, United States",8,Dennis Siver,B.J. Penn,win,loss,Decision,Majority,Kevin MacDonald,3,05:00
UFC Fight Night 112 - Chiesa vs. Lee,Ultimate Fighting Championship (UFC),2017-06-25,"Chesapeake Energy Arena, Oklahoma City, Oklahoma, United States",7,Clay Guida,Erik Koch,win,loss,Decision,Unanimous,Keith Peterson,3,05:00
UFC Fight Night 112 - Chiesa vs. Lee,Ultimate Fighting Championship (UFC),2017-06-25,"Chesapeake Energy Arena, Oklahoma City, Oklahoma, United States",6,Marvin Vettori,Vitor Miranda,win,loss,Decision,Unanimous,Gary Ritter,3,05:00
UFC Fight Night 112 - Chiesa vs. Lee,Ultimate Fighting Championship (UFC),2017-06-25,"Chesapeake Energy Arena, Oklahoma City, Oklahoma, United States",5,Carla Esparza,Maryna Moroz,win,loss,Decision,Unanimous,Mario Yamasaki,3,05:00
UFC Fight Night 112 - Chiesa vs. Lee,Ultimate Fighting Championship (UFC),2017-06-25,"Chesapeake Energy Arena, Oklahoma City, Oklahoma, United States",4,Darrell Horcher,Devin Powell,win,loss,Decision,Split,Kevin MacDonald,3,05:00
UFC Fight Night 112 - Chiesa vs. Lee,Ultimate Fighting Championship (UFC),2017-06-25,"Chesapeake Energy Arena, Oklahoma City, Oklahoma, United States",3,Jared Gordon,Michel Quinones,win,loss,TKO,Punches,Keith Peterson,2,04:24
UFC Fight Night 112 - Chiesa vs. Lee,Ultimate Fighting Championship (UFC),2017-06-25,"Chesapeake Energy Arena, Oklahoma City, Oklahoma, United States",2,Anthony Rocco Martin,Johnny Case,win,loss,Decision,Unanimous,Gary Ritter,3,05:00
UFC Fight Night 112 - Chiesa vs. Lee,Ultimate Fighting Championship (UFC),2017-06-25,"Chesapeake Energy Arena, Oklahoma City, Oklahoma, United States",1,Jeremy Kimball,Josh Stansbury,win,loss,TKO,Punches,Mario Yamasaki,1,01:21
UFC Fight Night 111 - Holm vs. Correia,Ultimate Fighting Championship (UFC),2017-06-17,"Singapore Indoor Stadium, Kallang, Singapore, Singapore",12,Holly Holm,Bethe Correia,win,loss,KO,Head Kick and Punch, Marc Goddard,3, 1:09
UFC Fight Night 111 - Holm vs. Correia,Ultimate Fighting Championship (UFC),2017-06-17,"Singapore Indoor Stadium, Kallang, Singapore, Singapore",11,Marcin Tybura,Andrei Arlovski,win,loss,Decision,Unanimous,John Sharp,3,05:00
UFC Fight Night 111 - Holm vs. Correia,Ultimate Fighting Championship (UFC),2017-06-17,"Singapore Indoor Stadium, Kallang, Singapore, Singapore",10,Colby Covington,Dong Hyun Kim,win,loss,Decision,Unanimous,Steve Perceval,3,05:00
UFC Fight Night 111 - Holm vs. Correia,Ultimate Fighting Championship (UFC),2017-06-17,"Singapore Indoor Stadium, Kallang, Singapore, Singapore",9,Rafael dos Anjos,Tarec Saffiedine,win,loss,Decision,Unanimous,Greg Kleynjans,3,05:00
UFC Fight Night 111 - Holm vs. Correia,Ultimate Fighting Championship (UFC),2017-06-17,"Singapore Indoor Stadium, Kallang, Singapore, Singapore",8,Jon Tuck,Takanori Gomi,win,loss,Submission,Rear-Naked Choke,Marc Goddard,1,01:12
UFC Fight Night 111 - Holm vs. Correia,Ultimate Fighting Championship (UFC),2017-06-17,"Singapore Indoor Stadium, Kallang, Singapore, Singapore",7,Walt Harris,Cyril Asker,win,loss,TKO,Punches and Elbows,John Sharp,1,01:44
UFC Fight Night 111 - Holm vs. Correia,Ultimate Fighting Championship (UFC),2017-06-17,"Singapore Indoor Stadium, Kallang, Singapore, Singapore",6,Alex Caceres,Rolando Dy,win,loss,TKO,Eye Injury,Neil Swailes,2,05:00
UFC Fight Night 111 - Holm vs. Correia,Ultimate Fighting Championship (UFC),2017-06-17,"Singapore Indoor Stadium, Kallang, Singapore, Singapore",5,Yuta Sasaki,Justin Scoggins,win,loss,Submission,Rear-Naked Choke,Marc Goddard,2,03:19
UFC Fight Night 111 - Holm vs. Correia,Ultimate Fighting Championship (UFC),2017-06-17,"Singapore Indoor Stadium, Kallang, Singapore, Singapore",4,Jingliang Li,Frank Camacho,win,loss,Decision,Unanimous,John Sharp,3,05:00
UFC Fight Night 111 - Holm vs. Correia,Ultimate Fighting Championship (UFC),2017-06-17,"Singapore Indoor Stadium, Kallang, Singapore, Singapore",3,Russell Doane,Kwan Ho Kwak,win,loss,TKO,Punches,Steve Perceval,1,04:09
UFC Fight Night 111 - Holm vs. Correia,Ultimate Fighting Championship (UFC),2017-06-17,"Singapore Indoor Stadium, Kallang, Singapore, Singapore",2,Naoki Inoue,Carls John de Tomas,win,loss,Decision,Unanimous,Neil Swailes,3,05:00
UFC Fight Night 111 - Holm vs. Correia,Ultimate Fighting Championship (UFC),2017-06-17,"Singapore Indoor Stadium, Kallang, Singapore, Singapore",1,Lucie Pudilova,Ji Yeon Kim,win,loss,Decision,Unanimous,Greg Kleynjans,3,05:00
UFC Fight Night 110 - Hunt vs. Lewis,Ultimate Fighting Championship (UFC),2017-06-10,"Vector Arena, Auckland, New Zealand, New Zealand",11,Mark Hunt,Derrick Lewis,win,loss,TKO,Punches, Marc Goddard,4, 3:51
UFC Fight Night 110 - Hunt vs. Lewis,Ultimate Fighting Championship (UFC),2017-06-10,"Vector Arena, Auckland, New Zealand, New Zealand",10,Derek Brunson,Daniel Kelly,win,loss,KO,Punch,John Sharp,1,01:16
UFC Fight Night 110 - Hunt vs. Lewis,Ultimate Fighting Championship (UFC),2017-06-10,"Vector Arena, Auckland, New Zealand, New Zealand",9,Dan Hooker,Ross Pearson,win,loss,KO,Knee,Neil Swailes,2,03:02
UFC Fight Night 110 - Hunt vs. Lewis,Ultimate Fighting Championship (UFC),2017-06-10,"Vector Arena, Auckland, New Zealand, New Zealand",8,Ion Cutelaba,Henrique da Silva,win,loss,KO,Punches,Mark Craig,1,00:22
UFC Fight Night 110 - Hunt vs. Lewis,Ultimate Fighting Championship (UFC),2017-06-10,"Vector Arena, Auckland, New Zealand, New Zealand",7,Ben Nguyen,Tim Elliott,win,loss,Submission,Rear-Naked Choke,Marc Goddard,1,00:49
UFC Fight Night 110 - Hunt vs. Lewis,Ultimate Fighting Championship (UFC),2017-06-10,"Vector Arena, Auckland, New Zealand, New Zealand",6,Alexander Volkanovski,Mizuto Hirota,win,loss,Decision,Unanimous,John Sharp,3,05:00
UFC Fight Night 110 - Hunt vs. Lewis,Ultimate Fighting Championship (UFC),2017-06-10,"Vector Arena, Auckland, New Zealand, New Zealand",5,Vinc Pichel,Damien Brown,win,loss,KO,Punches,Mark Craig,1,03:37
UFC Fight Night 110 - Hunt vs. Lewis,Ultimate Fighting Championship (UFC),2017-06-10,"Vector Arena, Auckland, New Zealand, New Zealand",4,Luke Jumeau,Dominique Steele,win,loss,Decision,Unanimous,Neil Swailes,3,05:00
UFC Fight Night 110 - Hunt vs. Lewis,Ultimate Fighting Championship (UFC),2017-06-10,"Vector Arena, Auckland, New Zealand, New Zealand",3,John Moraga,Ashkan Mokhtarian,win,loss,Decision,Unanimous,Marc Goddard,3,05:00
UFC Fight Night 110 - Hunt vs. Lewis,Ultimate Fighting Championship (UFC),2017-06-10,"Vector Arena, Auckland, New Zealand, New Zealand",2,Zak Ottow,Kiichi Kunimoto,win,loss,Decision,Split,John Sharp,3,05:00
UFC Fight Night 110 - Hunt vs. Lewis,Ultimate Fighting Championship (UFC),2017-06-10,"Vector Arena, Auckland, New Zealand, New Zealand",1,J.J. Aldrich,Chanmi Jeon,win,loss,Decision,Unanimous,Neil Swailes,3,05:00
UFC 212 - Aldo vs. Holloway,Ultimate Fighting Championship (UFC),2017-06-03,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",12,Max Holloway,Jose Aldo,win,loss,TKO,Punches, John McCarthy,3, 4:13
UFC 212 - Aldo vs. Holloway,Ultimate Fighting Championship (UFC),2017-06-03,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",11,Claudia Gadelha,Karolina Kowalkiewicz,win,loss,Submission,Rear-Naked Choke,Mario Yamasaki,1,03:03
UFC 212 - Aldo vs. Holloway,Ultimate Fighting Championship (UFC),2017-06-03,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",10,Vitor Belfort,Nate Marquardt,win,loss,Decision,Unanimous,Osiris Maia,3,05:00
UFC 212 - Aldo vs. Holloway,Ultimate Fighting Championship (UFC),2017-06-03,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",9,Paulo Costa,Oluwale Bamgbose,win,loss,TKO,Punches,John McCarthy,2,01:06
UFC 212 - Aldo vs. Holloway,Ultimate Fighting Championship (UFC),2017-06-03,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",8,Yancy Medeiros,Erick Silva,win,loss,TKO,Punches,Eduardo Herdy,2,02:01
UFC 212 - Aldo vs. Holloway,Ultimate Fighting Championship (UFC),2017-06-03,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",7,Raphael Assuncao,Marlon Moraes,win,loss,Decision,Split,Osiris Maia,3,05:00
UFC 212 - Aldo vs. Holloway,Ultimate Fighting Championship (UFC),2017-06-03,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",6,Antonio Carlos Jr.,Eric Spicely,win,loss,Submission,Rear-Naked Choke,John McCarthy,2,03:49
UFC 212 - Aldo vs. Holloway,Ultimate Fighting Championship (UFC),2017-06-03,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",5,Matthew Lopez,Johnny Eduardo,win,loss,TKO,Punches,Mario Yamasaki,1,02:57
UFC 212 - Aldo vs. Holloway,Ultimate Fighting Championship (UFC),2017-06-03,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",4,Brian Kelleher,Iuri Alcantara,win,loss,Submission,Guillotine Choke,Eduardo Herdy,1,01:48
UFC 212 - Aldo vs. Holloway,Ultimate Fighting Championship (UFC),2017-06-03,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",3,Viviane Pereira,Jamie Moyle,win,loss,Decision,Unanimous,Mario Yamasaki,3,05:00
UFC 212 - Aldo vs. Holloway,Ultimate Fighting Championship (UFC),2017-06-03,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",2,Luan Chagas,Jim Wallhead,win,loss,Submission,Rear-Naked Choke,Eduardo Herdy,2,04:48
UFC 212 - Aldo vs. Holloway,Ultimate Fighting Championship (UFC),2017-06-03,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",1,Deiveson Figueiredo,Marco Beltran,win,loss,TKO,Corner Stoppage,Osiris Maia,2,05:00
UFC Fight Night 109 - Gustafsson vs. Teixeira ,Ultimate Fighting Championship (UFC),2017-05-28,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",12,Alexander Gustafsson,Glover Teixeira,win,loss,KO,Punches, Marc Goddard,5, 1:07
UFC Fight Night 109 - Gustafsson vs. Teixeira ,Ultimate Fighting Championship (UFC),2017-05-28,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",11,Volkan Oezdemir,Misha Cirkunov,win,loss,KO,Punch,Kevin Sataki,1,00:28
UFC Fight Night 109 - Gustafsson vs. Teixeira ,Ultimate Fighting Championship (UFC),2017-05-28,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",10,Peter Sobotta,Ben Saunders,win,loss,TKO,Punches and Knee,Neil Hall,2,02:29
UFC Fight Night 109 - Gustafsson vs. Teixeira ,Ultimate Fighting Championship (UFC),2017-05-28,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",9,Omari Akhmedov,Abdul Razak Alhassan,win,loss,Decision,Split,Bobby Rehman,3,05:00
UFC Fight Night 109 - Gustafsson vs. Teixeira ,Ultimate Fighting Championship (UFC),2017-05-28,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",8,Nordine Taleb,Oliver Enkamp,win,loss,Decision,Unanimous,Marc Goddard,3,05:00
UFC Fight Night 109 - Gustafsson vs. Teixeira ,Ultimate Fighting Championship (UFC),2017-05-28,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",7,Jack Hermansson,Alex Nicholson,win,loss,TKO,Punches,Bobby Rehman,1,02:00
UFC Fight Night 109 - Gustafsson vs. Teixeira ,Ultimate Fighting Championship (UFC),2017-05-28,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",6,Pedro Munhoz,Damian Stasiak,win,loss,Decision,Unanimous,Neil Hall,3,05:00
UFC Fight Night 109 - Gustafsson vs. Teixeira ,Ultimate Fighting Championship (UFC),2017-05-28,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",5,Trevor Smith,Chris Camozzi,win,loss,Decision,Unanimous,Kevin Sataki,3,05:00
UFC Fight Night 109 - Gustafsson vs. Teixeira ,Ultimate Fighting Championship (UFC),2017-05-28,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",4,Joaquim Silva,Reza Madadi,win,loss,Decision,Split,Marc Goddard,3,05:00
UFC Fight Night 109 - Gustafsson vs. Teixeira ,Ultimate Fighting Championship (UFC),2017-05-28,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",3,Bojan Velickovic,Nicholas Musoke,win,loss,KO,Punches,Kevin Sataki,3,04:37
UFC Fight Night 109 - Gustafsson vs. Teixeira ,Ultimate Fighting Championship (UFC),2017-05-28,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",2,Darren Till,Jessin Ayari,win,loss,Decision,Unanimous,Neil Hall,3,05:00
UFC Fight Night 109 - Gustafsson vs. Teixeira ,Ultimate Fighting Championship (UFC),2017-05-28,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",1,Damir Hadzovic,Marcin Held,win,loss,KO,Knee,Bobby Rehman,3,00:07
UFC 211 - Miocic vs. Dos Santos 2,Ultimate Fighting Championship (UFC),2017-05-13,"American Airlines Center, Dallas, Texas, United States",12,Stipe Miocic,Junior dos Santos,win,loss,TKO,Punches, Herb Dean,1, 2:22
UFC 211 - Miocic vs. Dos Santos 2,Ultimate Fighting Championship (UFC),2017-05-13,"American Airlines Center, Dallas, Texas, United States",11,Joanna Jedrzejczyk,Jessica Andrade,win,loss,Decision,Unanimous,Jacob Montalvo,5,05:00
UFC 211 - Miocic vs. Dos Santos 2,Ultimate Fighting Championship (UFC),2017-05-13,"American Airlines Center, Dallas, Texas, United States",10,Demian Maia,Jorge Masvidal,win,loss,Decision,Split,Kerry Hatley,3,05:00
UFC 211 - Miocic vs. Dos Santos 2,Ultimate Fighting Championship (UFC),2017-05-13,"American Airlines Center, Dallas, Texas, United States",9,Frankie Edgar,Yair Rodriguez,win,loss,TKO,Doctor Stoppage,Chris Reed,2,05:00
UFC 211 - Miocic vs. Dos Santos 2,Ultimate Fighting Championship (UFC),2017-05-13,"American Airlines Center, Dallas, Texas, United States",8,David Branch,Krzysztof Jotko,win,loss,Decision,Split,Don Turnage,3,05:00
UFC 211 - Miocic vs. Dos Santos 2,Ultimate Fighting Championship (UFC),2017-05-13,"American Airlines Center, Dallas, Texas, United States",7,Dustin Poirier,Eddie Alvarez,NC,NC,No Contest,Accidental Knee,Herb Dean,2,04:12
UFC 211 - Miocic vs. Dos Santos 2,Ultimate Fighting Championship (UFC),2017-05-13,"American Airlines Center, Dallas, Texas, United States",6,Jason Knight,Chas Skelly,win,loss,TKO,Punches,Jacob Montalvo,3,00:39
UFC 211 - Miocic vs. Dos Santos 2,Ultimate Fighting Championship (UFC),2017-05-13,"American Airlines Center, Dallas, Texas, United States",5,Chase Sherman,Rashad Coulter,win,loss,KO,Elbow,Jacob Montalvo,2,03:36
UFC 211 - Miocic vs. Dos Santos 2,Ultimate Fighting Championship (UFC),2017-05-13,"American Airlines Center, Dallas, Texas, United States",4,James Vick,Marco Polo Reyes,win,loss,TKO,Punches,Don Turnage,1,02:39
