fighter_name,nickname,birth_date,age,death_date,location,country,height,weight,association,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,lossess,losses_ko,losses_submission,losses_decision,losses_other,height(cm),weight(kg),win_percentage,bmi,submission_ratio,ko_ratio,decision_ratio
Jason King,The Asian Persuasion,1989-05-02,32.0,,"Knoxville, Tennessee",United States,6.0,170,Knoxville Martial Arts Academy,Welterweight,9,6,2,0,1,8,6,0,1,1,182.88,77.11064,52.94,23.06,0.22,0.67,0.0
John Redmond,Johnny Jitzu,,,,"Dublin, Leinster",Ireland,6.3,185,Team Ryano Mma,Middleweight,7,4,2,1,0,16,7,8,1,0,192.024,83.91452,30.43,22.76,0.29,0.57,0.14
Nate James,,1978-05-29,43.0,,"Oklahoma City, Oklahoma",United States,6.0,184,American Kickboxing Academy,Middleweight,14,2,4,8,0,8,0,4,4,0,182.88,83.460928,63.64,24.95,0.29,0.14,0.57
Shawn Levesque,,,,,"Hamilton, Ontario",Canada,6.3,204,Iron Tiger Muay Thai,Light Heavyweight,1,1,0,0,0,2,0,2,0,0,192.024,92.532768,33.33,25.09,0.0,1.0,0.0
Kim Hock Quek,The Hulk,,,,,Singapore,5.8,154,Juggernaut Fight Club,Lightweight,1,0,1,0,0,1,1,0,0,0,176.784,69.853168,50.0,22.35,1.0,0.0,0.0
Bi Nguyen,Killher Bee,1989-10-30,31.0,,"Oakland, California",United States,4.11,105,Jackson-Wink Mma,Atomweight,6,1,0,5,0,6,0,1,5,0,125.27280000000002,47.627159999999996,50.0,30.35,0.0,0.17,0.83
Liana Jojua,She Wolf,1995-03-22,26.0,,Moscow,Russia,5.4,125,Akhmat Fighting Club,Flyweight,8,1,6,1,0,4,2,1,1,0,164.592,56.699,66.67,20.93,0.75,0.12,0.12
Diego Sanchez,The Nightmare,1981-12-31,39.0,,"Albuquerque, New Mexico",United States,5.1,170,Jackson-Wink Mma,Welterweight,30,10,6,13,1,14,4,0,9,1,155.44799999999998,77.11064,68.18,31.91,0.2,0.33,0.43
Alex Andrade,El Toro,1974-05-14,47.0,,"Laredo, Texas",United States,5.11,200,Lion'S Den,Light Heavyweight,10,5,2,3,0,3,1,0,2,0,155.7528,90.7184,76.92,37.4,0.2,0.5,0.3
Gideon Ray,,1973-05-27,48.0,,"Roselle, Illinois",United States,5.1,170,Mma Masters Chicago,Welterweight,17,8,8,1,0,15,3,5,7,0,155.44799999999998,77.11064,53.12,31.91,0.47,0.47,0.06
Alex Schoenauer,,1976-05-05,45.0,,"Las Vegas, Nevada",United States,6.3,185,Xtreme Couture,Middleweight,15,4,7,2,2,12,1,5,4,2,192.024,83.91452,55.56,22.76,0.47,0.27,0.13
Ryan Hall,The Wizard,1985-02-22,36.0,,"Falls Church, Virginia",United States,5.1,145,50,Featherweight,8,2,3,3,0,2,1,0,1,0,155.44799999999998,65.77083999999999,80.0,27.22,0.38,0.25,0.38
John Howard,Doomsday,1983-03-01,38.0,,"Boston, Massachusetts",United States,5.7,171,Wai Kru Mma,Welterweight,29,10,7,12,0,16,4,2,10,0,173.73600000000002,77.564232,64.44,25.7,0.24,0.34,0.41
Trestle Tan,Jun Minion,,,,Manila,Philippines,6.0,185,California Fitness And Yoga,Middleweight,4,2,2,0,0,10,5,4,1,0,182.88,83.91452,28.57,25.09,0.5,0.5,0.0
Conor Mcgregor,Notorious,1988-07-14,33.0,,Dublin,Ireland,5.8,155,Sbg Ireland,Lightweight,22,19,1,2,0,6,2,4,0,0,176.784,70.30676,78.57,22.5,0.05,0.86,0.09
Dave Latoria,,,,,,United States,6.0,265,None,Heavyweight,0,0,0,0,0,0,0,0,0,0,182.88,120.20188,0.0,35.94,,,
Nick Moghaddam,Mercenary,1982-12-29,38.0,,"Newport Beach, California",United States,6.3,205,Reign Mma,Light Heavyweight,6,3,2,0,1,9,3,1,4,1,192.024,92.98636,40.0,25.22,0.33,0.5,0.0
Robbie Peralta,Problems,1986-03-14,35.0,,"Escondido, California",United States,5.8,145,Team Xplode Mma,Featherweight,19,13,2,4,0,9,2,4,3,0,176.784,65.77083999999999,67.86,21.04,0.11,0.68,0.21
Jonathan Goulet,The Road Warrior,1979-07-13,42.0,,"Victoriaville, Quebec",Canada,6.0,169,Team Legion,Welterweight,23,12,8,3,0,12,10,2,0,0,182.88,76.657048,65.71,22.92,0.35,0.52,0.13
David Michaud,Bulldawg,1988-11-10,32.0,,"Brookings, South Dakota",United States,5.9,170,Mma Lab,Welterweight,18,9,5,4,0,6,3,1,2,0,179.83200000000002,77.11064,75.0,23.84,0.28,0.5,0.22
Alvin Robinson,Kid,1982-07-16,39.0,,"Denver, Colorado",United States,5.9,145,Grudge Training Center,Featherweight,15,0,14,1,0,9,5,4,0,0,179.83200000000002,65.77083999999999,62.5,20.34,0.93,0.0,0.07
Brent Weedman,,1984-10-10,36.0,,"Louisville, Kentucky",United States,6.0,170,Team Haycraft,Welterweight,22,10,9,3,0,9,1,1,7,0,182.88,77.11064,70.97,23.06,0.41,0.45,0.14
Musa Toliver,,1984-11-15,36.0,,"Lakewood, California",United States,0.0,135,Bodyshop Fitness Team,Bantamweight,9,1,0,8,0,11,2,8,1,0,0.0,61.23492,45.0,inf,0.0,0.11,0.89
Lewis Cassner,,1983-01-21,38.0,,Maryland,United States,5.7,142,None,Featherweight,1,0,1,0,0,3,1,2,0,0,173.73600000000002,64.410064,25.0,21.34,1.0,0.0,0.0
Alec Hooben,,1992-10-31,28.0,,"Pompton Lakes, New Jersey",United States,5.11,205,Ama Fight Club,Light Heavyweight,5,1,3,1,0,5,3,1,1,0,155.7528,92.98636,50.0,38.33,0.6,0.2,0.2
Wang  Ya Wei,,1993-08-10,28.0,,Shanghai,China,5.8,145,Dragon Gym Shanghai,Featherweight,2,2,0,0,0,2,0,0,2,0,176.784,65.77083999999999,50.0,21.04,0.0,1.0,0.0
Kaylan Gorospe,,,,,"Honolulu, Hawaii",United States,5.7,135,Hmc,Bantamweight,0,0,0,0,0,1,1,0,0,0,173.73600000000002,61.23492,0.0,20.29,,,
Germaine De Randamie,The Iron Lady,1984-04-24,37.0,,Utrecht,Netherlands,5.9,135,American Kickboxing Academy,Bantamweight,10,4,1,5,0,4,1,1,2,0,179.83200000000002,61.23492,71.43,18.93,0.1,0.4,0.5
Mizuto Hirota,Pugnus,1981-05-05,40.0,,"Isahaya, Nagasaki",Japan,5.7,155,Cave,Lightweight,18,10,0,8,0,11,1,1,9,0,173.73600000000002,70.30676,62.07,23.29,0.0,0.56,0.44
Ilima-Lei Macfarlane,The Ilimanator,1990-04-02,31.0,,"San Diego, California",United States,5.4,125,Team Hurricane Awesome,Flyweight,11,2,6,3,0,1,0,0,1,0,164.592,56.699,91.67,20.93,0.55,0.18,0.27
Rafa Garcia,Gifted,1994-08-05,27.0,,"Mexicali, Baja California",Mexico,5.8,155,Team Punisher,Lightweight,11,1,7,3,0,2,0,0,2,0,176.784,70.30676,84.62,22.5,0.64,0.09,0.27
Eric Irvin,The Hedgehog,1986-01-10,35.0,,"Farmington, Missouri",United States,5.8,155,Team Destruction,Lightweight,11,2,6,3,0,4,0,2,2,0,176.784,70.30676,73.33,22.5,0.55,0.18,0.27
Carlos Huachin,Perro Malo,1996-06-06,25.0,,Lima,Peru,5.7,135,Pmac (Pitbull Martial Arts Center),Bantamweight,10,8,2,0,0,6,1,0,5,0,173.73600000000002,61.23492,62.5,20.29,0.2,0.8,0.0
Mike Bronzoulis,The Greek Assassin,1979-01-05,42.0,,"Houston, Texas",United States,5.11,185,Revolution Dojo,Middleweight,18,11,3,3,1,11,2,3,5,1,155.7528,83.91452,62.07,34.59,0.17,0.61,0.17
Jianbing Yang,,1994-04-05,,2015-12-11,Beijing,China,5.6,125,Big King,Flyweight,5,0,3,2,0,1,0,0,1,0,170.688,56.699,83.33,19.46,0.6,0.0,0.4
Pat Sabatini,,1990-11-09,30.0,,"Bristol, Pennsylvania",United States,5.9,145,Renzo Gracie Philly,Featherweight,14,2,9,3,0,3,1,0,2,0,179.83200000000002,65.77083999999999,82.35,20.34,0.64,0.14,0.21
Tiawan Howard,The Iron Dragon,1974-12-17,46.0,,"Cleveland, Ohio",United States,5.8,179,Rising Dragon Fight Team,Middleweight,11,3,6,2,0,12,3,5,4,0,176.784,81.192968,47.83,25.98,0.55,0.27,0.18
Jin Soo Son,,1993-04-01,28.0,,Seoul,South Korea,5.6,135,Korean Zombie Mma,Bantamweight,9,4,2,3,0,4,0,0,4,0,170.688,61.23492,69.23,21.02,0.22,0.44,0.33
Nikita Krylov,The Miner,1992-03-07,29.0,,Donetsk,Ukraine,6.3,205,Industrials,Light Heavyweight,27,11,15,1,0,8,1,5,2,0,192.024,92.98636,77.14,25.22,0.56,0.41,0.04
Corey Browning,,,,,Tennessee,United States,5.11,155,None,Lightweight,4,1,3,0,0,3,0,3,0,0,155.7528,70.30676,57.14,28.98,0.75,0.25,0.0
Patrick Schmid,Big Swiss,1986-01-12,35.0,,,Switzerland,6.4,265,Profight Gym,Heavyweight,0,0,0,0,0,1,1,0,0,0,195.072,120.20188,0.0,31.59,,,
James Jones,Binky,1969-11-18,51.0,,"Nottingham, Maryland",United States,6.0,145,Ground Control Academy,Featherweight,16,3,9,4,0,16,6,5,5,0,182.88,65.77083999999999,50.0,19.67,0.56,0.19,0.25
Xie  Bin,The Stalker,1998-02-28,23.0,,Tianjin,China,5.1,135,Tianjin Top Team,Bantamweight,8,1,4,3,0,2,0,0,2,0,155.44799999999998,61.23492,80.0,25.34,0.5,0.12,0.38
Josh Parisian,,1989-06-28,32.0,,"Brighton, Michigan",United States,6.4,265,Scorpion Fighting System,Heavyweight,14,10,2,2,0,4,1,1,2,0,195.072,120.20188,77.78,31.59,0.14,0.71,0.14
Marc Diakiese,Bonecrusher,1993-03-16,28.0,,"Doncaster, South Yorkshire",England,5.1,155,American Top Team,Lightweight,14,6,1,7,0,4,0,1,3,0,155.44799999999998,70.30676,77.78,29.1,0.07,0.43,0.5
Aiemann Zahabi,,1987-11-19,33.0,,"Laval, Quebec",Canada,5.8,135,Tristar Gym,Bantamweight,8,5,2,1,0,2,1,0,1,0,176.784,61.23492,80.0,19.59,0.25,0.62,0.12
Vovka Clay,Kgb,,,,"Amherst, New Hampshire",United States,5.1,145,Triumph Mma,Featherweight,9,2,6,1,0,2,0,0,2,0,155.44799999999998,65.77083999999999,81.82,27.22,0.67,0.22,0.11
Martin Bravo,Toro,1993-09-21,27.0,,"Rosarito Beach, Baja California",Mexico,5.8,145,Entram Gym,Featherweight,11,4,5,2,0,3,2,0,1,0,176.784,65.77083999999999,78.57,21.04,0.45,0.36,0.18
Greg Soto,,1986-06-03,35.0,,"Oakhurst, New Jersey",United States,5.11,170,Pellegrino Mma,Welterweight,9,2,4,3,0,3,1,2,0,0,155.7528,77.11064,75.0,31.79,0.44,0.22,0.33
Jordan Newman,,,,,"Milwaukee, Wisconsin",United States,6.0,185,Roufusport,Middleweight,3,2,0,1,0,0,0,0,0,0,182.88,83.91452,100.0,25.09,0.0,0.67,0.33
Marcelo Golm,,1992-09-15,28.0,,"Pitangueiras, Sao Paulo",Brazil,6.3,255,Corinthians Mma,Heavyweight,8,6,2,0,0,3,1,0,2,0,192.024,115.66596,72.73,31.37,0.25,0.75,0.0
Josh Thomson,The Punk,1978-09-21,42.0,,"San Jose, California",United States,5.1,153,American Kickboxing Academy,Lightweight,22,7,9,6,0,9,2,0,7,0,155.44799999999998,69.399576,70.97,28.72,0.41,0.32,0.27
Eddie Gordon,Truck,1983-07-22,38.0,,"Freeport, New York",United States,6.0,170,Serra-Longo Fight Team,Welterweight,8,3,1,4,0,7,1,1,5,0,182.88,77.11064,53.33,23.06,0.12,0.38,0.5
Sirwan Kakai,Zohan,1989-10-03,31.0,,Gothenburg,Sweden,5.6,135,Gbg Mma,Bantamweight,12,4,6,2,0,5,0,1,4,0,170.688,61.23492,70.59,21.02,0.5,0.33,0.17
Irshaad Sayed,White Tiger,1989-03-30,32.0,,"Cape Town, Western Cape",South Africa,5.7,135,Evolve Mma,Bantamweight,12,6,3,3,0,2,0,0,2,0,173.73600000000002,61.23492,85.71,20.29,0.25,0.5,0.25
Xudong Ma,Tank,,,,,China,5.7,145,Shlc Mma,Featherweight,1,1,0,0,0,4,1,3,0,0,173.73600000000002,65.77083999999999,20.0,21.79,0.0,1.0,0.0
Matheus Mattos,Adamas,1992-06-06,29.0,,"Rio De Janeiro, Rio De Janeiro",Brazil,5.5,135,Pitbull Brothers,Bantamweight,13,7,4,2,0,2,1,0,1,0,167.64000000000001,61.23492,86.67,21.79,0.31,0.54,0.15
Niklas Stolze,Green Mask,1992-12-28,28.0,,"Magdeburg, Saxony-Anhalt",Germany,6.0,170,Sbg Ireland,Welterweight,12,4,5,3,0,5,1,0,4,0,182.88,77.11064,70.59,23.06,0.42,0.33,0.25
Damacio Page,The Angel Of Death,1982-09-30,38.0,,"Albuquerque, New Mexico",United States,5.6,125,Jackson-Wink Mma,Flyweight,20,11,8,1,0,10,0,8,2,0,170.688,56.699,66.67,19.46,0.4,0.55,0.05
Dustin Pague,The Disciple,1987-08-05,34.0,,"Harrisburg, Pennsylvania",United States,5.9,152,Disciple Mma,Lightweight,12,3,9,0,0,11,4,3,4,0,179.83200000000002,68.945984,52.17,21.32,0.75,0.25,0.0
Honglin Li,,,,,,China,5.8,125,Beijing Ning Guangyou Combat And Fitness Club,Flyweight,3,1,2,0,0,2,0,2,0,0,176.784,56.699,60.0,18.14,0.67,0.33,0.0
Kenneth Rivera,2 Knivez,1987-12-26,33.0,,"New York, New York",United States,5.5,145,None,Featherweight,2,0,1,1,0,2,1,0,1,0,167.64000000000001,65.77083999999999,50.0,23.4,0.5,0.0,0.5
Eddie Yagin,The Filipino Phenom,1979-03-23,42.0,,"Honolulu, Hawaii",United States,5.6,145,Kong Submission Academy,Featherweight,16,5,5,6,0,7,3,1,3,0,170.688,65.77083999999999,69.57,22.57,0.31,0.31,0.38
Mason Jones,The Dragon,1995-04-26,26.0,,Blaenavon,Wales,5.1,155,Pedro Bessa Bjj,Lightweight,10,4,3,3,0,1,0,0,1,0,155.44799999999998,70.30676,90.91,29.1,0.3,0.4,0.3
Yulia Sachkov,,,,,Haifa,Israel,5.3,110,Britavsky Team,Strawweight,0,0,0,0,0,2,2,0,0,0,161.54399999999998,49.89512,0.0,19.12,,,
Jace Law,Jko,,,,,Malaysia,6.0,170,Harbour Top Team,Welterweight,1,1,0,0,0,0,0,0,0,0,182.88,77.11064,100.0,23.06,0.0,1.0,0.0
Ricky Furar,Iron Monkey,1990-06-30,31.0,,"Temecula, California",United States,5.6,135,Team Quest,Bantamweight,5,3,0,2,0,2,2,0,0,0,170.688,61.23492,71.43,21.02,0.0,0.6,0.4
Neal Ewing,No Problem,1985-09-30,35.0,,"Dallas, Texas",United States,6.0,185,Octagon Mma,Middleweight,6,2,3,1,0,0,0,0,0,0,182.88,83.91452,100.0,25.09,0.5,0.33,0.17
Nico Soe,,,,,,Singapore,0.0,135,Impact Mma Singapore,Bantamweight,4,2,2,0,0,1,0,0,1,0,0.0,61.23492,80.0,inf,0.5,0.5,0.0
Arjan Singh Bhullar,,1986-05-13,35.0,,"Richmond, British Columbia",Canada,6.1,241,Ryan'S Mma - Checkmat Vancouver,Heavyweight,11,4,0,7,0,1,0,1,0,0,185.928,109.31567199999999,91.67,31.62,0.0,0.36,0.64
Bryan Travers,The Bull,,,,"Bakersfield, California",United States,5.1,165,Academy Of Martial Arts And Fitness,Welterweight,15,2,6,7,0,4,0,3,1,0,155.44799999999998,74.84268,78.95,30.97,0.4,0.13,0.47
Cai  Chang Bo,,1996-03-12,25.0,,,China,0.0,135,Changsha Ge Rui Muay Thai,Bantamweight,0,0,0,0,0,1,0,1,0,0,0.0,61.23492,0.0,inf,,,
Julian Marquez,The Cuban Missile Crisis,1990-05-08,31.0,,"Kansas City, Missouri",United States,6.2,185,Glory Mma & Fitness,Middleweight,9,6,3,0,0,2,0,0,2,0,188.976,83.91452,81.82,23.5,0.33,0.67,0.0
Alan Philpott,The Apprentice,1992-09-22,28.0,,"Ballymena, Antrim",Northern Ireland,5.7,135,Imma,Bantamweight,19,4,8,7,0,12,1,10,1,0,173.73600000000002,61.23492,61.29,20.29,0.42,0.21,0.37
Megan Anderson,,1990-02-11,31.0,,"Gold Coast, Queensland",Australia,6.0,145,Glory Mma & Fitness,Featherweight,11,6,3,2,0,5,0,3,2,0,182.88,65.77083999999999,68.75,19.67,0.27,0.55,0.18
Brodie Farber,,,,,"Grass Valley, California",United States,6.1,205,Tiger Muay Thai,Light Heavyweight,17,4,11,2,0,7,4,2,1,0,185.928,92.98636,70.83,26.9,0.65,0.24,0.12
Guoan Fu,Kim,,,,,China,0.0,170,Action Mma Academy,Welterweight,0,0,0,0,0,1,1,0,0,0,0.0,77.11064,0.0,inf,,,
Dong Hyun Ma,Maestro,1988-09-09,32.0,,Busan,South Korea,5.11,155,Busan Team Mad,Lightweight,16,6,6,4,0,11,4,2,5,0,155.7528,70.30676,59.26,28.98,0.38,0.38,0.25
Derek Bohi,Marshmallow,1979-12-09,41.0,,"Kansas City, Missouri",United States,6.4,264,Broken Smile Fight Team,Heavyweight,8,5,3,0,0,5,4,1,0,0,195.072,119.748288,61.54,31.47,0.38,0.62,0.0
Paul Barrow,One,1985-08-26,35.0,,"Tampa, Florida",United States,5.1,155,Team Darkside Mma,Lightweight,5,1,2,2,0,4,0,0,4,0,155.44799999999998,70.30676,55.56,29.1,0.4,0.2,0.4
Marcus Gamble,,,,,Hawaii,United States,0.0,205,None,Light Heavyweight,3,2,0,1,0,1,1,0,0,0,0.0,92.98636,75.0,inf,0.0,0.67,0.33
Tyler Mcguire,,1986-02-14,35.0,,"Spokane, Washington",United States,5.11,170,Sikjitsu,Welterweight,12,2,6,4,0,2,1,0,1,0,155.7528,77.11064,85.71,31.79,0.5,0.17,0.33
Juan Manuel Puig,Fenix,1989-04-23,32.0,,"Mexico City, Federal District",Mexico,5.9,145,American Kickboxing Academy,Featherweight,11,2,7,2,0,4,2,1,1,0,179.83200000000002,65.77083999999999,73.33,20.34,0.64,0.18,0.18
Tyler Diamond,,1991-03-18,30.0,,"Oroville, California",United States,5.7,145,Team Alpha Male,Featherweight,12,5,2,5,0,2,0,0,2,0,173.73600000000002,65.77083999999999,85.71,21.79,0.17,0.42,0.42
Maurice Jackson,The Gorilla,1981-01-07,40.0,,"Las Vegas, Nevada",United States,6.9,261,Syndicate Mma,Heavyweight,3,1,1,1,0,2,1,1,0,0,210.312,118.387512,60.0,26.77,0.33,0.33,0.33
Andrew Fisher,,,,,"Sunderland, Tyne And Wear",England,5.1,145,Team Fish Tank,Featherweight,18,6,9,3,0,8,3,1,4,0,155.44799999999998,65.77083999999999,69.23,27.22,0.5,0.33,0.17
Michael Patt,,,,,"Dayton, Ohio",United States,6.0,205,Meat Truck Inc.,Light Heavyweight,12,1,9,2,0,4,3,0,1,0,182.88,92.98636,75.0,27.8,0.75,0.08,0.17
Shah Bobonis,The Showstopper,1978-09-23,42.0,,"Miami, Florida",United States,5.8,145,Freestyle Fighting Academy,Featherweight,16,5,5,5,1,13,1,6,5,1,176.784,65.77083999999999,55.17,21.04,0.31,0.31,0.31
Mohd Fouzein Mohd Fozi,The Underdog,,,,"Bukit Katil, Malacca",Malaysia,5.6,125,Malacca Mma Club,Flyweight,7,2,4,1,0,12,6,3,3,0,170.688,56.699,36.84,19.46,0.57,0.29,0.14
Sam Oropeza,Sammy O,1985-06-17,36.0,,"Briarcliff, Pennsylvania",United States,6.2,184,Philadelphia Fight Factory,Middleweight,13,7,6,0,0,3,0,2,1,0,188.976,83.460928,81.25,23.37,0.46,0.54,0.0
Tulio Palhares,,,,,Sao Paulo,Brazil,5.1,180,None,Middleweight,4,2,1,1,0,16,8,6,2,0,155.44799999999998,81.64656,20.0,33.79,0.25,0.5,0.25
Kevin Holland,Trailblazer,1992-11-05,28.0,,"Fort Worth, Texas",United States,6.3,185,Phalanx Mma Academy,Middleweight,21,12,5,4,0,7,0,2,5,0,192.024,83.91452,75.0,22.76,0.24,0.57,0.19
Chael Sonnen,,1977-04-03,44.0,,"West Linn, Oregon",United States,6.1,205,Team Quest,Light Heavyweight,31,8,4,19,0,17,7,9,1,0,185.928,92.98636,64.58,26.9,0.13,0.26,0.61
Kirill Sidelnikov,,1988-08-17,32.0,,"Stary Oskol, Belgorod",Russia,5.11,220,Fedorteam,Heavyweight,12,6,1,5,0,6,5,0,1,0,155.7528,99.79024,66.67,41.14,0.08,0.5,0.42
Jingnan Xiong,The Panda,1988-01-12,33.0,,Beijing,China,5.5,125,Phuket Top Team,Flyweight,15,10,1,4,0,2,0,1,1,0,167.64000000000001,56.699,88.24,20.18,0.07,0.67,0.27
Jamie Yager,The Chosyn 1,1983-11-29,37.0,,"Huntington Beach, California",United States,6.2,170,Kings Mma,Welterweight,9,3,4,2,0,3,2,1,0,0,188.976,77.11064,75.0,21.59,0.44,0.33,0.22
Lauren Murphy,Lucky,1983-07-27,38.0,,"Anchorage, Alaska",United States,5.7,125,4Oz. Fight Club,Flyweight,15,8,1,6,0,4,0,0,4,0,173.73600000000002,56.699,78.95,18.78,0.07,0.53,0.4
Bruno Pucci,,1990-07-23,31.0,,,Brazil,5.9,145,Evolve Mma,Featherweight,7,1,6,0,0,5,4,0,1,0,179.83200000000002,65.77083999999999,58.33,20.34,0.86,0.14,0.0
Khalid Taha,The Warrior,1992-02-15,29.0,,Dortmund,Germany,5.7,135,Arena Dortmund,Bantamweight,13,9,2,2,0,4,0,1,3,0,173.73600000000002,61.23492,76.47,20.29,0.15,0.69,0.15
Danilo Marques,,1985-12-26,35.0,,"Sao Paulo, Sao Paulo",Brazil,6.6,205,Demian Maia Jiu-Jitsu,Light Heavyweight,11,4,5,2,0,3,2,0,1,0,201.16799999999998,92.98636,78.57,22.98,0.45,0.36,0.18
Krisna Limbaga,,,,,,Philippines,0.0,110,None,Strawweight,0,0,0,0,0,2,0,1,1,0,0.0,49.89512,0.0,inf,,,
Ryan Bader,Darth,1983-06-07,38.0,,"Tempe, Arizona",United States,6.2,205,Power Mma Team,Light Heavyweight,28,12,3,13,0,6,4,2,0,0,188.976,92.98636,82.35,26.04,0.11,0.43,0.46
Sergio Da Silva,The Savage,1986-02-09,,2020-12-16,"New York City, New York",United States,5.7,145,Vitor Shaolin Jiu-Jitsu,Featherweight,7,0,2,4,1,10,1,1,7,1,173.73600000000002,65.77083999999999,41.18,21.79,0.29,0.0,0.57
Joseph Benavidez,,1984-07-31,37.0,,"Sacramento, California",United States,5.4,125,Xtreme Couture,Flyweight,28,8,9,11,0,8,2,1,5,0,164.592,56.699,77.78,20.93,0.32,0.29,0.39
Adrian Yanez,,1993-11-29,27.0,,"La Porte, Texas",United States,5.7,135,Metro Fight Club,Bantamweight,14,9,2,3,0,3,0,0,3,0,173.73600000000002,61.23492,82.35,20.29,0.14,0.64,0.21
Danny Henry,The Hatchet,1988-07-17,33.0,,Edinburgh,Scotland,5.11,145,Higher Level Martial Arts,Featherweight,12,5,5,2,0,4,0,2,2,0,155.7528,65.77083999999999,75.0,27.11,0.42,0.42,0.17
Luke Barnatt,Bigslow,1988-04-13,33.0,,"Barking, Essex",England,6.6,185,Tsunami Gym,Middleweight,15,9,4,2,0,10,3,1,6,0,201.16799999999998,83.91452,60.0,20.74,0.27,0.6,0.13
Kin Moy,Kong,1990-06-26,31.0,,"Cambridge, Massachusetts",United States,5.5,135,Redline Fight Sports,Bantamweight,12,4,6,2,0,4,2,0,2,0,167.64000000000001,61.23492,75.0,21.79,0.5,0.33,0.17
David Garcia,,1994-03-13,27.0,,"La Grange, Illinois",United States,5.8,135,Top Notch Mma,Bantamweight,5,2,3,0,0,3,1,2,0,0,176.784,61.23492,62.5,19.59,0.6,0.4,0.0
Will Smith,Sriracha,,,,"West Haven, Connecticut",United States,5.8,135,Golden Falcon Gym,Bantamweight,3,1,0,2,0,4,2,0,2,0,176.784,61.23492,42.86,19.59,0.0,0.33,0.67
Nathan Gunn,Gunner,1979-07-26,42.0,,"Thunder Bay, Ontario",Canada,5.1,170,Leading Edge Gym,Welterweight,10,2,3,3,2,7,2,3,0,2,155.44799999999998,77.11064,58.82,31.91,0.3,0.2,0.3
Rasul Yakhyaev,,1991-06-20,30.0,,"Grozny, Chechnya",Russia,5.8,155,Fight Club Berkut,Lightweight,11,3,4,4,0,8,0,4,4,0,176.784,70.30676,57.89,22.5,0.36,0.27,0.36
Nate Andrews,The Snake,1984-04-04,37.0,,"East Providence, Rhode Island",United States,6.0,155,Tri-Force Mma,Lightweight,16,5,10,1,0,4,1,0,3,0,182.88,70.30676,80.0,21.02,0.62,0.31,0.06
Scott Holtzman,Hot Sauce,1983-09-30,37.0,,"Knoxville, Tennessee",United States,5.9,155,Shield Systems,Lightweight,14,5,2,7,0,5,2,0,3,0,179.83200000000002,70.30676,73.68,21.74,0.14,0.36,0.5
Andreas Stahl,Real Steel,1988-05-20,33.0,,"Umea, Vasterbotten",Sweden,6.1,170,Renyi Fight Camp,Welterweight,12,5,1,6,0,4,2,0,2,0,185.928,77.11064,75.0,22.31,0.08,0.42,0.5
Mike De La Torre,El Cucuy,1986-09-22,34.0,,"San Diego, California",United States,6.0,155,Inv1Ktus Mma,Lightweight,14,7,5,2,0,9,3,4,2,0,182.88,70.30676,60.87,21.02,0.36,0.5,0.14
Lee Murray,Lightning,1977-11-12,43.0,,London,England,6.0,185,London Shootfighters,Middleweight,8,4,4,0,0,2,0,1,1,0,182.88,83.91452,80.0,25.09,0.5,0.5,0.0
Mike    Jackson,,,,,"Oklahoma City, Oklahoma",United States,6.0,170,Cm System,Welterweight,12,1,9,1,1,10,6,2,1,1,182.88,77.11064,54.55,23.06,0.75,0.08,0.08
Sijara Eubanks,Sarj,1985-04-27,36.0,,"Brick, New Jersey",United States,5.4,125,Mark Henry Boxing,Flyweight,7,3,0,4,0,6,0,0,6,0,164.592,56.699,53.85,20.93,0.0,0.43,0.57
Achmad Eko Priandono,Electrical Knock Out,,,,,Indonesia,0.0,135,Saint Electra Mma,Bantamweight,6,3,1,2,0,2,0,0,2,0,0.0,61.23492,75.0,inf,0.17,0.5,0.33
Mike Russow,,1976-11-09,44.0,,"Chicago, Illinois",United States,6.1,256,None,Heavyweight,15,4,8,3,0,3,2,1,0,0,185.928,116.119552,83.33,33.59,0.53,0.27,0.2
Martin Stapleton,.50 Cal,1983-05-09,38.0,,"Rochdale, Greater Manchester",England,5.9,155,Sbg Manchester,Lightweight,19,6,6,6,1,8,0,5,2,1,179.83200000000002,70.30676,70.37,21.74,0.32,0.32,0.32
Cheick Kongo,,1975-05-17,46.0,,Paris,France,6.4,234,Kongo Smashin' Club,Heavyweight,30,15,3,12,0,11,3,1,7,0,195.072,106.140528,73.17,27.89,0.1,0.5,0.4
Beau Hamilton,The Show,1987-09-08,33.0,,"Stockton, California",United States,5.5,155,Team Do Somethin',Lightweight,3,2,0,1,0,9,6,2,1,0,167.64000000000001,70.30676,25.0,25.02,0.0,0.67,0.33
Sergio De Jesus Santos,Bananeira,1992-06-06,29.0,,"Candeias, Bahia",Brazil,5.8,155,Rottweiler Top Team,Lightweight,7,2,3,1,1,10,1,2,6,1,176.784,70.30676,41.18,22.5,0.43,0.29,0.14
Eduardo Bustillos,,1987-06-02,34.0,,"Saltillo, Coahuila",Mexico,5.8,155,None,Lightweight,5,1,4,0,0,5,1,4,0,0,176.784,70.30676,50.0,22.5,0.8,0.2,0.0
Brandon Polcare,,,,,"Malta, New York",United States,5.6,135,Spa City Bjj,Bantamweight,2,0,2,0,0,2,0,2,0,0,170.688,61.23492,50.0,21.02,1.0,0.0,0.0
